Genres,GenreCount,TrackCount
swing,1,1
"hyperpop, russian drain, russian hyperpop",1,1
"belarusian indie, russian post-punk, sovietwave",1,1
"classic belgian pop, dutch musical",1,1
"hip hop, mizrahi, opera, rap",1,1
"lullaby, space music",1,1
"has german audio plays, audiobook, audio drama, has german audiobooks",1,1
"belgian dance, bubble trance, trance",1,1
"hi-nrg, new romantic, new wave, new wave pop, sophisti-pop, synthpop",1,1
"chamber pop, indie folk, irish rock",1,1
"classic soul, motown, soul, southern soul",1,1
"folclore salteno, folklore argentino",1,1
"funk carioca, pagode, pagode novo, sertanejo, sertanejo universitario",1,1
"mpb, samba, bossa nova | singer-songwriter, mpb",2,1
"pagode, pagode novo, samba moderno",1,1
"adoracao, world worship",1,1
"brazilian hip hop, brazilian reggae, pop nacional",1,1
pagode baiano,1,1
"funk carioca, pagode, pagode novo",1,1
"deboxe, funk mandelao",1,1
drill brasileiro,1,1
"arrocha, brega, forro, piseiro, seresta, tecnobrega",1,1
"piseiro, sertanejo",1,1
"axe, pagode",1,1
"piseiro, sertanejo, sertanejo universitario",1,1
"melodic house, vapor soul",1,1
"grime brasileiro, trap pesado",1,1
"arrocha, brega romantico, forro de favela",1,1
"bossa nova, brazilian jazz, samba",1,1
"brazilian rock, pop rock brasileiro, rock brasiliense, rock nacional brasileiro",1,1
"axe, samba reggae",1,1
"alternative rock, brazilian hip hop, brazilian pop, brazilian rock, experimental rock, funk rock, hip hop, mpb, rap rock, reggae, reggae fusion, samba rock",1,1
"classical, classical performance, violin",1,1
"russian alt pop, zhenskiy rep",1,1
"chalga, payner, pop-folk",1,1
"bulgarian pop, spanish pop rock",1,1
"country pop, modern country pop",1,1
"classic canadian rock, new romantic, new wave pop, synthpop",1,1
"acoustic pop, indie folk",1,1
"classic rock, folk, folk rock, mellow gold, rock, singer-songwriter, soft rock",1,1
classic bangla pop,1,1
"czech punk, czech rock",1,1
"christmas, g-funk, hip hop, west coast hip hop",1,1
canadian punk,1,1
"dance, dance and electronica, electro, electro house, electro-disco, electronic, european, france, francais, french, french electro, french house, french touch, house, new rave, nu disco, rock, synthwave",1,1
"german audiobook reader, dansk pop, christmas",1,1
psychedelic trance,1,1
"bass trap, danish electronic, electronic trap, traprun",1,1
"acting, actors, baroque pop, big band, chrismas, christmas, christmas music, columbia, dansktop, duets, easy listening, easy listening soundtracks and musicals, garland, jazz, motion picture producers and directors, motion pictures--production and direction, my way, pop, singers, singing, standards, swing, swing | big band | christmas, traditional pop, vocal, vocal jazz | jazz",4,1
"country rap, redneck",1,1
"visual kei, likedis auto, j-pop, pop rock",1,1
"dansktop, r&b, rap, reggae",1,1
musica de fondo,1,1
"environmental, sleep, sound, water",1,1
electro swing,1,1
"dembow dominicano, dominican pop",1,1
"j-pop, rock",1,1
"charanga, latin jazz, mambo, salsa, salsa puertorriquena",1,1
kompa,1,1
"adoracion pentecostal, latin christian",1,1
modern downshift,1,1
"dembow dominicano, drill dominicano, rap dominicano",1,1
"latin, mambo, merengue",1,1
"bachata dominicana, merengue",1,1
"charanga, salsa",1,1
"charanga, latin jazz, musica tradicional cubana, salsa",1,1
"bomba, cumbia ecuatoriana",1,1
"arab alternative, jordanian alternative",1,1
"art rock, glam rock, melancholia, new romantic, new wave, new wave pop, sophisti-pop",1,1
"canadian indie rock, vancouver indie",1,1
sudanese hip hop,1,1
"birmingham, black sabbath, blues rock, british, classic pop and rock, classic rock, dark, doom metal, england, english, hard rock, heavy, heavy blues, heavy metal, jazz-rock, mahraganat, metal, new wave of british heavy metal, nwobhm, ominous, pop rock, proto doom, proto-doom, psychedelic rock, reino unido, reunion, rock, traditional doom metal, uk, untied kingdom, want to listen",1,1
"arabic hip hop, egyptian hip hop, footwork, ghetto house, ghettotech",1,1
"doom, psychedelic, stoner, desert rock, north dakota, mahraganat, egyptian shaabi, egyptian pop",1,1
"islamic recitation, quran",1,1
"singer-songwriter, switzerland",1,1
"arab folk, arab pop, classic arab pop, oud, syrian pop",1,1
"1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, ambient, arabic hip hop, bing crosby fank sinatra louis armstorng nat king cole doris day, black metal, bogus, bogus artist, british, classical, cleanup, composer, cotm, death metal, dont rate the [unknown] artist, dumping ground, easy listening soundtracks and musicals, fix, fix tags, fixme, fixme [spa] mess, fixme or cleanup, fixme-probably not a real artist, has german audiobooks, johny johny yes papa, kids hut, kids songs, lazy asses, mahraganat, merge, merge all the unrighteous fellows are all unpardonable!, merge into [anonymous] or [traditional], merge me, mergeme, meta artist, nursery rhymes, nursery rhymes collection, nursery rhymes playlist, pop and chart, relaxation, rhymes, software company as artist, soundtrack, spamess, special purpose, special purpose artist, stop merging crap so my tags get fucked up, test merging tags test, traditional, uk, unknown, wheels on the bus",1,1
lebanese pop,1,1
"classic soundtrack, french soundtrack, vintage french electronic",1,1
"reggaeton, latin urban, aussie drill",1,1
"estonian metal, estonian rock, folk metal, slavic metal, viking metal",1,1
"avant-garde jazz, free improvisation, jazz, jersey club, serpent, third stream, tuba",1,1
"electronic, finnish pop, game, game composer, orchestral, score, soundtrack, vgm, video game",1,1
"dark rock, finnish hard rock, gothic metal",1,1
"finnish alternative rock, suomi rock",1,1
"finnish dance pop, finnish hip hop, finnish pop, finnish reggae, iskelma, suomi rock",1,1
"finnish dance pop, finnish hip hop, finnish pop, finnish soul",1,1
"dance-pop, pop, the sims | hip hop, trap",2,1
"art pop, finnish, finnish pop, finnish rock, iskelma",1,1
"montenegrin pop, sevdah",1,1
"brazilian bass, brazilian edm",1,1
dancehall mauricien,1,1
french rock,1,1
"chanson, french garage rock, french pop, french rock",1,1
"chanson, chanson paillarde, classic french pop, french pop",1,1
"rock, alternative rock, french, punk rock, grunge, post-punk, france, francophone, francais, french rock, en public, french rap",1,1
"chanson, classic french pop, french pop",1,1
"chanson, classic french pop, french pop, ye ye",1,1
"french hip hop, rap francais nouvelle vague",1,1
"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",1,1
"favoritos, united kingdom",1,1
"eurodance, europop, german techno, hip house",1,1
"classic schlager, german pop, schlager",1,1
"alpine yodeling, discofox, partyschlager",1,1
"german hard rock, german rock",1,1
"hoerspiel, kleine hoerspiel",1,1
"bubblegum dance, voetbal",1,1
"german indie, german indie rock, german pop, munich indie",1,1
"deutschrock, europop, german pop, german-pop, pop, pop rock",1,1
leipzig indie,1,1
"edm, future house, groove metal, melodic death metal",1,1
"chicago drill, chicago rap, drill, memphis hip hop, trap",1,1
"classic greek pop, entehno",1,1
"duranguense, musica mexicana",1,1
"alternative rock, indie rock, punta",1,1
"1990s, 1990s hong kong debut, 2000s, 2010s, 2020s, actress, c-pop, cantopop, chinese, dance-pop, female vocals, mandopop, taiwanese pop",1,1
"art pop, c-pop, dream pop, indie pop, mandopop, pop and chart, scandinave, scandinavia, scandinavian, scandinavie, suede, suedois, sweden, swedish, taiwanese pop",1,1
"cantopop, classic mandopop, mandopop",1,1
"boom bap, c-pop, cantopop, chillwave, downtempo, hip hop, instrumental, instrumental hip hop, lo-fi, lo-fi hip hop, mandopop",1,1
"chinese metalcore, hong kong indie, hong kong rock",1,1
"classic cantopop, classic mandopop, mandopop, singaporean mandopop, singaporean pop",1,1
"cantopop, hong kong hip hop",1,1
classic cantopop,1,1
"chinese electropop, chinese idol pop, k-pop",1,1
hong kong tv drama,1,1
"rock, electronic, blues, band, reggae, funk, new zealand, eclectic, nz, bbq reggae",1,1
"2020s, 2020s hong kong debut, actor, cantopop, cantopop boy group member, pop rock",1,1
"anime score, japanese piano",1,1
"atl hip hop, crunk, dirty south rap, old school atlanta hip hop",1,1
"bossa nova, brazilian jazz, jazz guitar, samba-jazz, violao",1,1
"deep house, german house, hamburg electronic, house, nu disco",1,1
"circuit, funky tech house",1,1
magyar retro dance,1,1
magyar alternative,1,1
"dutch house, edm, electro house, future house, pop dance, progressive electro house, progressive house",1,1
tribal ambient,1,1
"hungarian pop, magyar musicalek",1,1
"alt rock, alternative metal, alternative rock, american, americain, art rock, electronic rock, electropop, hip hop, industrial rock, metal, musicals, new metal, nu metal, nu-metal, pop rock, rap metal, rap rock, rapcore, rock, rock and indie, roxette, the greatest, united states, usa",1,1
"classical, german, german composer, orchestral, composer, organist, baroque, latin, european, bach, mass, wagner, six, 134a, motet, mathauspassion, messe h-moll, vox, cantata, cantata 147, bach double violin concerto, helmut walcha, 1036, bertalan hock, gramophone selection, baroque, classical",1,1
"bluegrass, folk",1,1
"canadian country, canadian singer-songwriter",1,1
icelandic classical,1,1
"schlager, austrian",1,1
"jazz, budots",1,1
"doom metal, gaian doom, sludge metal, stoner metal, stoner rock, swedish doom metal, swedish stoner rock",1,1
"british childrens music, childrens music, nursery",1,1
military rap,1,1
"classical, indie game soundtrack, sequencer & tracker, digital fusion, soundtrack, 16-bit, otacore, pixel, musical comedy, rock opera, composer, video game developer, electronic, video game music, chiptune",1,1
"desi pop, himachali pop",1,1
"classic bollywood, filmi, lata",1,1
telugu indie,1,1
gujarati pop,1,1
tamil indie,1,1
"bollywood, desi, film composer, filmi, gujarati garba, hindi pop",1,1
"desi hip hop, telugu hip hop",1,1
"indian indie, indian rock, indian singer-songwriter",1,1
"bhajan, classic bollywood, filmi, ghazal, hare krishna",1,1
"dangdut, lagu sunda",1,1
"dangdut, electronic, lagu jawa, neo soul, reggae, roots reggae, trip hop",1,1
"anime rock, j-pixie, okinawan pop",1,1
"nasyid, sholawat",1,1
"dangdut, funkot, lagu jawa",1,1
"2008 universal fire victim, album rock, american, americain, blues rock, classic rock, composer, compositeur, country rock, folk rock, guitarist, guitariste, hard rock, heartland rock, mellow gold, pop rock, progressive rock, rock, rock and indie, singer-songwriter, soft rock, southern rock, usa",1,1
"celtic rock, irish rock, scottish new wave, scottish rock",1,1
"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",1,1
"ballad, pop",1,1
"electronic, indie pop, indietronica",1,1
"classic israeli pop, sefardi",1,1
"classic israeli pop, israeli pop, israeli rock",1,1
messianic praise,1,1
"classic israeli pop, israeli mediterranean, mizrahi",1,1
"indie quebecois, montreal indie",1,1
"east coast hip hop, hardcore hip hop, harlem hip hop",1,1
"canzone napoletana, italian adult pop",1,1
"high vibe, shamanic",1,1
old school romance,1,1
atl drill,1,1
italian,1,1
"amici, amici 8",1,1
"progressive rock, indie, experimental rock, jazz fusion",1,1
"italo disco, neapolitan funk",1,1
"instrumental worship, new age piano",1,1
"chill drill, melodic drill, uk melodic rap",1,1
"italian alternative, italian indie pop, italian pop, turin indie",1,1
"american, americain, electronic, hip hop, hip hop rnb and dance hall, hip-hop, new wave, pop, usa",1,1
"city pop, j-pop, j-rock, japanese alternative rock",1,1
"new jack swing, r&b",1,1
"anime rock, japanese electropop",1,1
"japanese teen pop, japanese viral pop",1,1
"ballad, fixme label mess, idol kayo, j-pop, kayokyoku, pop, techno kayo",1,1
"j-indie, japanese alternative rock, modern j-rock",1,1
j-reggae,1,1
"japanese alternative rock, japanese chill rap",1,1
"j-metal, japanese metalcore",1,1
japanese singer-songwriter,1,1
"metal cover, otacore",1,1
japanese boom bap,1,1
"anime, anime rock, j-pixie",1,1
"indie rock, garage rock, dutch, punk rock, rhythm and blues, rock",1,1
"japanese r&b, japanese teen pop",1,1
"classic j-pop, j-acoustic, j-pop, j-rock",1,1
kyushu indie,1,1
"japanese viral pop, modern j-rock",1,1
"hokkaido indie, japanese alternative rock, modern j-rock",1,1
"j-pop, japanese old school hip hop",1,1
"j-pixie, j-pop, j-rock, japanese alternative rock",1,1
"japanese alternative rock, modern j-rock",1,1
"indie rock, j-pop",1,1
"art pop, electropop, escape room, indie pop",1,1
"anime rock, j-pop, japanese singer-songwriter",1,1
"japanese, asian, fixme label mess, j-rock",1,1
yaoi,1,1
"j-pop, j-poprock, j-rock",1,1
"neo soul, anime, j-pop",1,1
"anime score, j-acoustic",1,1
"japanese heavy metal, japanese power metal, visual kei",1,1
"classic j-rock, j-pop, j-rock",1,1
"anime rock, j-pixie",1,1
"ballad, burned, fixme label mess, j-pop, likedis auto, pop, singer-songwriter",1,1
"okinawan folk, ryukyu ongaku",1,1
"hokkaido indie, j-idol, j-poprock",1,1
"anime rock, vocaloid",1,1
"lame, twats, scum, nazi rockers fuck off, fail",1,1
"anime rock, j-pixie, j-rock, kyushu indie",1,1
"anime, j-pop boy group",1,1
"j-acoustic, j-rock",1,1
"anime, j-poprock, j-rock, japanese indie rock",1,1
"anime rock, j-rock",1,1
"classic j-pop, j-pop, japanese r&b",1,1
"j-pop, j-rock, japanese singer-songwriter, japanese soul",1,1
kayokyoku,1,1
"j-pop, j-rock, japanese garage rock, japanese girl punk",1,1
"j-rock, japanese alternative pop",1,1
"j-rock, japanese alternative rock, japanese r&b",1,1
j-division,1,1
"central asian hip hop, kazakh viral pop, kyrgyz hip hop",1,1
"central asian hip hop, kazakh hip hop, kazakh viral pop",1,1
"central asian hip hop, kazakh hip hop, kazakh indie, russian underground rap",1,1
"aggressive phonk, gym phonk",1,1
"1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, 101 moments in music, 2001 space odyssey, 2014, 2017, 21 throwback jams, 5099265803, 50cents, 80 s fresh new, [various artists], a crooner collection, absolute reggae, absolute voices, acoustic best, adam beyer, africa middle east, alirio diaz, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, ambient, andrade, andre powels, andrew york, apparently people are unable to comprehend what various artists is, armin van buuren, artist, backstreet boys, bareto, basque, beethoven, berlin school, bflaminio, billboard 1 hits, binaural beats, bioshock soundtrack, birthday, bluegrass, blues, blues rock, boot land, bravo hits, bravo hits 82, brazilian phonk, breakout artists, bring up on-par with the other spas and put this in brackets, calypso, candombe, casanovas, cdnnnow128, cdx, celtic celebration, celtic spirit vol 7, chicago, chillout, choral, christmas, classic, classical, classique, classwar karaoke, club, cobles, compilatie, compilation, country, country rock, dedicated to you vol 1, desperado, devotional, devotional buddhist chants, dfree843, die drei, do not using this for artist credits, don t rate the va artist, don t tag the va artist (yes i am aware of this irony), don t use this for artist credits you are to lazy to look-up | 734011.jpg, i give up on the immature people in the tags here., ibiza, indie, infantil, instrumental, japan, jazz, john coltrane, josquin, jucanto, jungle, kinderchore, kinderliedjes kapiteinwinokio humo, kindly fix, kindly fixme, klaus baumgart, kpop, la grande sophie, label as artist, latin, leaving on a jet plan, legion of von, likedis auto, lil eazy-e, liturgic, live, liz, liz andrade, local music of iran, loosers that downvote fixmetags are ..., los 24 grandes exitos de la zarzuela, lounge, marilyn manson, mary j blige, mashup, meditation, mega, megafixme, mess, mess mess, mess mess mess, messy tags, meta artist, metal, michael jackson, mimicking birds, miroque, mohsen namjoo, montuno, more 70, musica, musical, my sharona, m‌ess, ncs, nederlands, new age, new generations, new generations philip glass, new wave, niroshima, nitzer ebb, no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, no this is still a mess, nox, number 1, old skool of rock disc 1, oldest artist #1, oldest artist rowid, opera, orthodox, ost, papeete, pavarotti, phonk, piosenka poetycka muzyka autorska, please consider not using this for artist credits, please fix, please rename to [various artists], pop, pop-rock, popular, practically all these tags are fail, progressive trance, psychobilly, psytrance, punk, punk rock, put in brackets, pzzqxnzt6snn ekrngheoblbupu-, r&b, ragga, rap, razieq, reggae, release, rename into [various artists], rhythm del mundo, rock, rock and roll, rockabilly, ronak bhatt, s.a. souvenirs, shankar jaikishan, shine 4, shwetabh sucks, ska, soft rock, sonic seducer cold hands vi, soul cargo, special purpose, special purpose artist, sprechgesang, still a mess, stop using this for artist credits period!, stop using this for artist credits you are to lazy to look-up | 734500 | cover | make, dont rate the va artist, dont rate the va artist ffs what, dont tag or rate the various artist, dont tag the va artist, dont tag the va artist wtf, dont use this for artist credits you are to lazy to look-up | make, dresch, driven by 80s anthems, drum bass, educacion, elc chritmas, electro, electronic, es lebe der punk, espanol, eurodance, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, experience the classics, experimental, f to the i to the x to the m to the e, faaaaaail, fail tags, failtags, fix, fix me, fix mess, fix tags, fix your tags, fixme, fix‌me, fjord, folk, folklore, foreign language, frederic chopin, full of fail tags, fusion, futebol, fuzzy artist, glass, gospel religious, goth, grase, greatest ever! punk & new wave: the definitive collection, groom to the gallows, gerard palaprat, has german audiobooks, healing sixes, hemi-sync, hillbilly, hip hop, hollywood hits, hot hits, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, http: | make, stop using this for artist credits you are to lazy to look-up | make. ffs!, stop using this for artist credits you are to lazy to look-up | make. srsly, sunshine, tag spam, tagmess, tags, tagsmess, tango, tejano, the welcome committee, to the guy that keeps downvoting *every* tag on the va artist, trance, trikitixa, tunguska chillout grooves, ultimate love songs greatest love of all disc 1, ultimatecore, unknown, ussr ministry of culture chamber choir, va-we were first-180 hits in their original versions (2014), various, various artist | not *every* artist, various artists, venezolana, vera kaa, visions, volkstumliche musik, we ll never stop living this way a ghostly primer, why are you downvoting the mess tag? it is a mess!, why are you voting down tags that explain stuff, wireharp, world, you *should* fix your tags, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, z103 5 street mix 2k7, zero t 51, zweiohr, ƒk₷m€, мелодии рождества, fixme, 嫌われ松子の歌たち | www.musik-sammler.de",11,1
ainu folk,1,1
electronica chilena,1,1
"dance-pop, europop, house, latin pop, nightcore, synthpop",1,1
ukrainian phonk,1,1
"hard bass, russian hip hop, ukrainian hip hop",1,1
"baltic folk, latvian folk",1,1
"reggaeton mexa, dembow belico",1,1
"grunge, indie, indie dance, indie pop, indie rock, rock, bedroom pop, pop",1,1
"1970s, 1980s, 2008 universal fire victim, contemporary r&b, dance-pop, disco, funk, hip hop rnb and dance hall, pop rock, pop soul, r&b, soul, synth funk",1,1
"pop, italian pop, world pop",1,1
"baltic post-punk, latvian pop, soviet synthpop",1,1
"kazakh hip hop, kazakh pop, russian alt pop",1,1
"cape town indie, south african pop, south african pop dance",1,1
australian indigenous music,1,1
"lithuania, lithuanian, lithuanian pop, pop, lithuanian electronic, edm, dance, lithuanian edm, electronic, lithuanian dance",1,1
"classic country pop, country, nashville sound, soft rock",1,1
"afrobeat, afrobeats, afropiano, afropop, amapiano, bongo flava",1,1
christian rock,1,1
"new wave pop, rock keyboard",1,1
"1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, ambient, bing crosby fank sinatra louis armstorng nat king cole doris day, black metal, bogus, bogus artist, british, classical, cleanup, composer, cotm, death metal, dont rate the [unknown] artist, dumping ground, easy listening soundtracks and musicals, fix, fix tags, fixme, fixme [spa] mess, fixme or cleanup, fixme-probably not a real artist, has german audiobooks, johny johny yes papa, kids hut, kids songs, lazy asses, merge, merge all the unrighteous fellows are all unpardonable!, merge into [anonymous] or [traditional], merge me, mergeme, meta artist, nursery rhymes, nursery rhymes collection, nursery rhymes playlist, pop and chart, relaxation, rhymes, software company as artist, soundtrack, spamess, special purpose, special purpose artist, stop merging crap so my tags get fucked up, t-pop, test merging tags test, thai pop, traditional, uk, unknown, wheels on the bus",1,1
"indonesian hip hop, indonesian trap",1,1
"alternative r&b, uk contemporary r&b",1,1
"rock, electronic, pop, japanese, j-pop, composer, j-rock, clean up, likedis auto",1,1
"jazz, jazz and blues, moroccan pop, moroccan rap, rai",1,1
"kompa, latin r&b, moroccan rap, zouk",1,1
"chaabi marocain, moroccan pop",1,1
"dutch rap pop, maluku pop",1,1
"dutch hip hop, maluku pop",1,1
"jazz, jazz fusion",1,1
"easy listening, operatic pop, pop violin",1,1
"happy hardcore, hardcore techno, nederlandse hardstyle, nu gabber",1,1
"dutch edm, dutch house, edm, electro house, house, pop dance, progressive electro house, progressive house",1,1
"big room, hypertechno",1,1
oeteldonk,1,1
"folk-pop, indie anthem-folk",1,1
"album rock, art rock, classic rock, hard rock, progressive rock, rock, soft rock, symphonic rock",1,1
"dutch rock, nederpop, nederreggae",1,1
"dutch house, edm, electro house, melbourne bounce, pop dance, progressive electro house, progressive house, sky room",1,1
"cumbia, deep house, romanian, romanian singer",1,1
"cumbia, punta",1,1
"argentine heavy metal, argentine rock, latin alternative, latin rock, rock en espanol, rock urbano mexicano",1,1
igbo worship,1,1
"afrobeat, afrobeats, afropiano, bongo flava, gengetone",1,1
downtempo bass,1,1
"afro adura, american, punk, ska, ska core, ska punk",1,1
"dance, dance-pop, edm, euro house, eurodance, europop, gospel, synth-pop",1,1
nigerian drill,1,1
"afro adura, afro soul, alte",1,1
"amapiano, afropiano, afrobeats",1,1
"barnemusikk, norwegian pop",1,1
"sludge metal, tropical house",1,1
vintage norwegian pop,1,1
"rock, alternative rock, americana, indie folk, rock and indie",1,1
"alternative, art pop, chamber pop, dream pop, electropop, folk, folk-pop, folktronica, indie pop, indietronica, norway, norwegian, norwegian pop, pop, synth-pop, synthpop",1,1
"nordnorsk musikk, norske viser",1,1
"club, desi, indian indie, trance",1,1
"desi, desi pop",1,1
"2008 universal fire victim, 60th anniversary, andrews sisters, desi, jazz",1,1
"classic pakistani pop, filmi, ghazal, pakistani pop, sufi",1,1
"ghazal, qawwali, sufi",1,1
"british, classic rock, pop rock, rock, scottish, uk",1,1
"music producer, record producer, funk, electronic, recording artist, rapper, singer-songwriter, musical artist, pop, experimental, vocalist, instrumentalist, r&b, taha malik, sound designer, film score composer, composer, hip hop, folk, desi",1,1
electronica venezuela,1,1
peruvian hip hop,1,1
"folk, portuguese, flamenco, fado, traditional folk, portugal, fado de coimbra",1,1
"polka, vallenato",1,1
"classic peruvian pop, folklore peruano, guitarra andina, huayno",1,1
"experimental, mashup, pinoy hip hop, pinoy r&b",1,1
"classic opm, manila sound",1,1
"pinoy alternative rap, pinoy hip hop",1,1
"opm, p-pop, parang",1,1
"new age, new age piano",1,1
"australian pop, teen pop",1,1
"canadian ccm, canadian pop punk, christian punk",1,1
"folk rock, mellow gold, soft rock",1,1
"polish alternative rock, polish indie, polish indie rock, polish rock",1,1
"dance pop, edm, house, pop dance, uk dance",1,1
"polish alternative rock, polish pop, polish reggae",1,1
goralski,1,1
"chicago soul, classic soul, motown",1,1
makossa,1,1
"fado, portuguese hip hop",1,1
"deep house, deep tropical house, pop dance",1,1
"australian indie, indietronica, nu disco, shimmer pop",1,1
"erotica, romanian pop",1,1
neo-manele,1,1
"midwest emo, math rock, indie punk, emo",1,1
"moldovan pop, muzica copii, romanian pop",1,1
"disco house, munich electronic",1,1
"romanian rap, romanian rock",1,1
"russian alt pop, russian rock",1,1
"central asian hip hop, russian hip hop, russian underground rap",1,1
"belarusian indie, russian alt pop",1,1
"kazakh hip hop, russian alt pop",1,1
"indie, indie pop, russian",1,1
"belarusian pop, russian alt pop, russian pop",1,1
"belarusian rock, russian rock",1,1
"russian drain, russian drill, russian trap",1,1
"jalsat, khaliji",1,1
"dabke, khaleeji iraqi",1,1
"algerian, arabic, french, khaleeji, north african, rai, script-arab, world",1,1
"arab pop, dabke, syrian pop",1,1
"arab pop, dabke, lebanese pop, syrian pop",1,1
"arabic, khaleeji",1,1
"hyperpop, pov: indie, sped up",1,1
"jazz, folk, post-bop, bebop, south african jazz, cape jazz, khaleeji",1,1
"arab pop, lebanese pop, rif",1,1
"texasgaze, zoomergaze",1,1
"dubstep, gaming edm",1,1
"1970s, 1980s, 2008 universal fire victim, christmas music, contemporary gospel, gospel, memphis soul, pop-soul, smooth soul, soul, soul and reggae, soul blues, southern soul",1,1
"heartland rock, khaleeji, pop rock, rock, singer-songwriter",1,1
"arab pop, khaleeji iraqi",1,1
"arabic pop, dabke, khaleeji",1,1
georgian hip hop,1,1
"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack",1,1
"arab pop, libyan pop",1,1
aghani lil-atfal,1,1
"alternative metal, post-grunge",1,1
"austrian pop, melancholia",1,1
"khaleeji, new age",1,1
"chinese drama ost, chinese singer-songwriter",1,1
"mandopop, singaporean mandopop, taiwan pop",1,1
"latin, salsa, bolero",1,1
portland hip hop,1,1
classify,1,1
"amapiano, underground amapiano",1,1
"quiet storm, smooth jazz, smooth saxophone",1,1
"contemporary r&b, neo soul, quiet storm, r&b, urban contemporary",1,1
"afropop, malian blues, mande pop, world",1,1
"classic soul, funk, motown, philly soul, quiet storm, soul, urban contemporary",1,1
"canadian pop, contemporary r&b, hip pop, r&b, urban contemporary",1,1
"jazz saxophone, smooth jazz, smooth saxophone",1,1
"afrobeat, afrobeats, afropiano, amapiano, classical",1,1
"contemporary r&b, neo soul, r&b, urban contemporary",1,1
"naija worship, south african gospel",1,1
"african gospel, afro soul, afropop, amapiano, gqom",1,1
"clap and tap, zcc",1,1
"sacred steel, steel guitar",1,1
"afro-funk, kwaito",1,1
"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",1,1
"afro soul, afropop, amapiano, gqom, private school piano | afropop, afro soul, amapiano, private school piano, gqom",2,1
"south african pop, south african pop dance",1,1
"acoustic chicago blues, blues, country blues, k-pop",1,1
norrbotten indie,1,1
burundian pop,1,1
"dansband, swedish pop",1,1
"brostep, canadian electronic, electro house",1,1
"rock, swedish",1,1
"acoustic cover, acoustic pop",1,1
"german techno, german trance, progressive house, progressive trance, trance",1,1
balfolk,1,1
swiss trap,1,1
"chinese hyperpop, chinese melodic rap",1,1
"1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, ambient, bing crosby fank sinatra louis armstorng nat king cole doris day, black metal, bogus, bogus artist, british, chinese indie, classical, cleanup, composer, cotm, death metal, dont rate the [unknown] artist, dumping ground, easy listening soundtracks and musicals, fix, fix tags, fixme, fixme [spa] mess, fixme or cleanup, fixme-probably not a real artist, has german audiobooks, johny johny yes papa, kids hut, kids songs, lazy asses, mandopop, merge, merge all the unrighteous fellows are all unpardonable!, merge into [anonymous] or [traditional], merge me, mergeme, meta artist, nursery rhymes, nursery rhymes collection, nursery rhymes playlist, pop and chart, relaxation, rhymes, software company as artist, soundtrack, spamess, special purpose, special purpose artist, stop merging crap so my tags get fucked up, taiwanese indie, taiwanese pop, test merging tags test, traditional, uk, unknown, wheels on the bus",1,1
"1960s hong kong debut, 1970s, 1980s, 1990s, actress, ballad, c-pop, cantopop, chinese, female vocals, mandopop, pop, taiwanese pop",1,1
"c-pop, cantopop, chinese indie, chinese rock, mandopop, taiwanese indie, taiwanese pop",1,1
"taiwan indie, taiwan punk",1,1
"dance, rock, j-pop, pop",1,1
"chinese electropop, taiwan hip hop",1,1
"chinese drama ost, classic mandopop, mandopop",1,1
er ge,1,1
"mandopop, taiwanese pop",1,1
neo-traditional country,1,1
"chinese minyao, chinese singer-songwriter",1,1
"classic mandopop, hokkien pop",1,1
"mainland chinese pop, thai ost",1,1
"c-pop, chinese indie, chinese rock, mandopop, taiwanese indie, taiwanese pop",1,1
chinese minyao,1,1
"chinese electropop, mandopop, taiwan indie, taiwan pop",1,1
"taiwanese indie, chinese indie",1,1
"classic mandopop, mainland chinese pop, mandopop",1,1
"chinese idol pop, taiwan idol pop",1,1
"chinese, vocaloid",1,1
"chinese hip hop, taiwan pop",1,1
"chinese drama ost, zhongguo feng",1,1
"chinese indie, taiwan indie",1,1
"taiwan indie, taiwan pop, taiwanese indie",1,1
"taiwan indie, taiwan pop, taiwan singer-songwriter, taiwanese indigenous music",1,1
"c-pop, cantopop, classic cantopop, classic mandopop",1,1
"gufeng, chinese r&b, mandopop, c-pop, taiwanese pop",1,1
"mandopop | mandopop, singer-songwriter | pop rock, mandopop, chinese, pop, rock | singer-songwriter, mandopop",4,1
"ballad, c-pop, chinese indie, fixme label mess, idol kayo, j-pop, kayokyoku, mandopop, pop, taiwanese pop, techno kayo",1,1
"chinese indie, mandopop",1,1
"c-pop, classic mandopop, taiwan campus folk",1,1
